Magnetic_Field_Strength,Gradient_Strength,RF_Power,Pulse_Sequence,Scan_Duration,Time,label,parameter
2,25,77,3,72,6,Malfunction,Scan_Duration
1,15,77,3,29,1,Not malfunction,parameters are working correctly
2,40,129,1,29,6,Malfunction,Gradient_Strength
1,25,103,4,18,2,Not malfunction,parameters are working correctly
1,24,124,4,44,4,Not malfunction,parameters are working correctly
3,12,123,5,20,1,Not malfunction,parameters are working correctly
1,40,144,4,30,10,Malfunction,Gradient_Strength
1,38,108,1,25,9,Malfunction,Gradient_Strength
1,14,85,3,80,9,Malfunction,Scan_Duration
5,26,115,2,43,10,Malfunction,Magnetic_Field_Strength
1,36,143,3,35,6,Malfunction,Gradient_Strength
3,26,88,5,52,4,Not malfunction,parameters are working correctly
2,39,121,2,14,10,Malfunction,Gradient_Strength
1,20,164,0,76,6,Malfunction,Scan_Duration
6,14,121,3,45,6,Malfunction,Magnetic_Field_Strength
4,18,156,4,40,7,Malfunction,Magnetic_Field_Strength
3,15,118,3,52,3,Not malfunction,parameters are working correctly
3,28,149,2,25,1,Not malfunction,parameters are working correctly
4,23,180,3,24,10,Malfunction,Magnetic_Field_Strength
2,20,194,5,25,3,Not malfunction,parameters are working correctly
1,14,124,2,43,2,Not malfunction,parameters are working correctly
2,18,149,5,44,4,Not malfunction,parameters are working correctly
4,13,69,2,29,8,Malfunction,Magnetic_Field_Strength
2,18,124,4,38,3,Not malfunction,parameters are working correctly
2,23,112,1,28,5,Not malfunction,parameters are working correctly
2,29,186,3,48,3,Not malfunction,parameters are working correctly
2,30,68,2,23,4,Not malfunction,parameters are working correctly
2,22,117,3,90,10,Malfunction,Scan_Duration
3,19,69,5,41,3,Not malfunction,parameters are working correctly
1,21,163,0,83,10,Malfunction,Scan_Duration
2,15,211,3,27,6,Malfunction,RF_Power
2,23,169,4,29,3,Not malfunction,parameters are working correctly
2,21,151,5,38,4,Not malfunction,parameters are working correctly
1,22,229,3,36,7,Malfunction,RF_Power
3,22,138,3,38,3,Not malfunction,parameters are working correctly
2,9,249,2,12,7,Malfunction,RF_Power
2,18,149,7,53,7,Malfunction,Pulse_Sequence
2,20,95,5,42,2,Not malfunction,parameters are working correctly
1,12,222,2,44,6,Malfunction,RF_Power
2,19,147,7,46,8,Malfunction,Pulse_Sequence
2,19,132,7,35,6,Malfunction,Pulse_Sequence
1,25,181,2,28,3,Not malfunction,parameters are working correctly
2,19,133,3,41,1,Not malfunction,parameters are working correctly
3,29,148,1,58,4,Not malfunction,parameters are working correctly
1,29,163,4,44,1,Not malfunction,parameters are working correctly
3,13,131,1,44,2,Not malfunction,parameters are working correctly
3,14,120,2,16,4,Not malfunction,parameters are working correctly
2,26,211,3,30,7,Malfunction,RF_Power
3,23,110,2,15,5,Not malfunction,parameters are working correctly
1,15,72,3,43,2,Not malfunction,parameters are working correctly
1,26,182,2,71,10,Malfunction,Scan_Duration
2,30,160,5,37,5,Not malfunction,parameters are working correctly
4,21,163,2,21,8,Malfunction,Magnetic_Field_Strength
5,19,206,2,32,6,Malfunction,Magnetic_Field_Strength
1,24,163,1,33,5,Not malfunction,parameters are working correctly
1,11,183,1,47,2,Not malfunction,parameters are working correctly
2,24,160,3,50,4,Not malfunction,parameters are working correctly
2,39,99,2,44,9,Malfunction,Gradient_Strength
3,24,87,3,36,2,Not malfunction,parameters are working correctly
2,31,169,7,59,7,Malfunction,Pulse_Sequence
4,10,133,2,35,9,Malfunction,Magnetic_Field_Strength
1,12,127,3,31,1,Not malfunction,parameters are working correctly
3,15,141,4,40,4,Not malfunction,parameters are working correctly
1,12,206,3,73,9,Malfunction,Scan_Duration
1,18,196,2,22,5,Not malfunction,parameters are working correctly
5,26,53,4,39,9,Malfunction,Magnetic_Field_Strength
1,12,148,4,44,4,Not malfunction,parameters are working correctly
3,20,115,2,16,4,Not malfunction,parameters are working correctly
3,12,110,3,18,4,Not malfunction,parameters are working correctly
1,18,128,4,74,8,Malfunction,Scan_Duration
2,16,243,2,17,10,Malfunction,RF_Power
1,30,241,3,21,8,Malfunction,RF_Power
3,15,130,7,40,9,Malfunction,Pulse_Sequence
2,16,113,3,83,9,Malfunction,Scan_Duration
1,36,109,2,19,7,Malfunction,Gradient_Strength
3,26,103,4,28,4,Not malfunction,parameters are working correctly
2,38,160,2,32,8,Malfunction,Gradient_Strength
1,29,147,5,26,3,Not malfunction,parameters are working correctly
2,18,226,3,28,10,Malfunction,RF_Power
2,14,124,6,31,6,Malfunction,Pulse_Sequence
2,35,148,0,24,9,Malfunction,Gradient_Strength
1,22,99,2,29,1,Not malfunction,parameters are working correctly
2,25,52,2,75,7,Malfunction,Scan_Duration
1,21,141,8,43,8,Malfunction,Pulse_Sequence
2,21,75,8,32,9,Malfunction,Pulse_Sequence
2,19,63,1,29,1,Not malfunction,parameters are working correctly
2,15,119,7,25,7,Malfunction,Pulse_Sequence
1,21,181,3,30,1,Not malfunction,parameters are working correctly
1,21,177,2,80,7,Malfunction,Scan_Duration
1,15,163,2,35,4,Not malfunction,parameters are working correctly
3,26,97,1,33,4,Not malfunction,parameters are working correctly
6,18,103,3,49,9,Malfunction,Magnetic_Field_Strength
3,20,113,1,28,1,Not malfunction,parameters are working correctly
1,27,110,3,35,5,Not malfunction,parameters are working correctly
2,11,249,2,52,6,Malfunction,RF_Power
3,15,179,1,56,2,Not malfunction,parameters are working correctly
3,16,183,3,50,5,Not malfunction,parameters are working correctly
4,22,53,2,61,10,Malfunction,Magnetic_Field_Strength
6,15,97,2,53,7,Malfunction,Magnetic_Field_Strength
2,38,164,2,46,9,Malfunction,Gradient_Strength
2,19,55,4,53,4,Not malfunction,parameters are working correctly
1,24,188,5,33,5,Not malfunction,parameters are working correctly
1,23,51,2,36,1,Not malfunction,parameters are working correctly
3,18,177,4,53,5,Not malfunction,parameters are working correctly
1,10,120,4,35,4,Not malfunction,parameters are working correctly
5,24,145,2,45,9,Malfunction,Magnetic_Field_Strength
1,30,83,4,49,3,Not malfunction,parameters are working correctly
2,25,76,2,50,3,Not malfunction,parameters are working correctly
2,19,165,3,38,1,Not malfunction,parameters are working correctly
2,20,111,1,46,5,Not malfunction,parameters are working correctly
2,21,130,1,25,3,Not malfunction,parameters are working correctly
6,17,176,3,26,8,Malfunction,Magnetic_Field_Strength
2,22,99,2,74,6,Malfunction,Scan_Duration
2,29,107,3,38,1,Not malfunction,parameters are working correctly
1,37,122,3,22,7,Malfunction,Gradient_Strength
1,20,228,3,49,6,Malfunction,RF_Power
1,37,149,3,37,6,Malfunction,Gradient_Strength
3,29,87,4,32,2,Not malfunction,parameters are working correctly
3,29,238,0,32,6,Malfunction,RF_Power
1,21,172,4,37,3,Not malfunction,parameters are working correctly
2,15,194,2,30,4,Not malfunction,parameters are working correctly
0,23,236,3,38,8,Malfunction,RF_Power
2,17,132,3,83,9,Malfunction,Scan_Duration
2,28,93,1,28,1,Not malfunction,parameters are working correctly
2,13,120,3,85,10,Malfunction,Scan_Duration
3,12,136,5,60,1,Not malfunction,parameters are working correctly
1,12,159,1,41,3,Not malfunction,parameters are working correctly
2,21,250,4,49,8,Malfunction,RF_Power
6,17,137,4,45,7,Malfunction,Magnetic_Field_Strength
2,21,93,3,24,4,Not malfunction,parameters are working correctly
3,17,189,5,25,2,Not malfunction,parameters are working correctly
3,21,162,6,32,9,Malfunction,Pulse_Sequence
1,17,123,3,89,8,Malfunction,Scan_Duration
1,14,85,2,51,2,Not malfunction,parameters are working correctly
1,39,124,3,44,6,Malfunction,Gradient_Strength
2,24,153,4,84,8,Malfunction,Scan_Duration
2,36,130,3,41,9,Malfunction,Gradient_Strength
1,19,176,4,88,7,Malfunction,Scan_Duration
1,24,94,5,44,2,Not malfunction,parameters are working correctly
1,16,168,2,45,4,Not malfunction,parameters are working correctly
1,23,136,3,87,9,Malfunction,Scan_Duration
2,17,215,3,47,10,Malfunction,RF_Power
2,18,115,3,29,3,Not malfunction,parameters are working correctly
5,25,143,2,33,10,Malfunction,Magnetic_Field_Strength
1,20,177,4,16,2,Not malfunction,parameters are working correctly
2,40,77,3,33,10,Malfunction,Gradient_Strength
2,11,68,3,86,7,Malfunction,Scan_Duration
1,11,84,5,52,2,Not malfunction,parameters are working correctly
2,16,54,2,89,7,Malfunction,Scan_Duration
2,23,192,6,24,8,Malfunction,Pulse_Sequence
1,11,60,4,45,4,Not malfunction,parameters are working correctly
1,25,139,6,63,10,Malfunction,Pulse_Sequence
2,22,75,4,40,3,Not malfunction,parameters are working correctly
6,15,132,2,43,9,Malfunction,Magnetic_Field_Strength
5,12,86,3,48,7,Malfunction,Magnetic_Field_Strength
2,37,77,1,40,9,Malfunction,Gradient_Strength
0,23,235,3,44,10,Malfunction,RF_Power
2,22,146,2,86,10,Malfunction,Scan_Duration
4,15,62,2,47,6,Malfunction,Magnetic_Field_Strength
1,23,132,6,30,9,Malfunction,Pulse_Sequence
2,24,129,7,40,10,Malfunction,Pulse_Sequence
2,28,113,1,24,5,Not malfunction,parameters are working correctly
1,27,135,3,87,6,Malfunction,Scan_Duration
2,36,37,2,24,6,Malfunction,Gradient_Strength
1,15,97,6,50,8,Malfunction,Pulse_Sequence
2,38,119,2,48,7,Malfunction,Gradient_Strength
3,15,185,5,28,5,Not malfunction,parameters are working correctly
2,17,91,1,76,9,Malfunction,Scan_Duration
1,18,127,5,40,5,Not malfunction,parameters are working correctly
1,25,176,3,83,6,Malfunction,Scan_Duration
1,26,84,3,31,3,Not malfunction,parameters are working correctly
1,27,175,1,39,3,Not malfunction,parameters are working correctly
1,16,138,7,53,10,Malfunction,Pulse_Sequence
1,23,222,4,48,9,Malfunction,RF_Power
2,36,172,2,25,9,Malfunction,Gradient_Strength
2,20,118,5,33,4,Not malfunction,parameters are working correctly
1,38,119,3,39,10,Malfunction,Gradient_Strength
1,15,227,2,39,9,Malfunction,RF_Power
3,16,74,4,85,9,Malfunction,Scan_Duration
2,25,155,0,73,9,Malfunction,Scan_Duration
2,40,81,3,52,8,Malfunction,Gradient_Strength
1,11,133,1,56,5,Not malfunction,parameters are working correctly
2,30,195,5,34,3,Not malfunction,parameters are working correctly
2,14,105,6,23,7,Malfunction,Pulse_Sequence
2,36,146,3,12,9,Malfunction,Gradient_Strength
1,36,132,3,19,9,Malfunction,Gradient_Strength
3,16,102,5,47,3,Not malfunction,parameters are working correctly
2,17,75,5,18,1,Not malfunction,parameters are working correctly
3,24,164,4,57,5,Not malfunction,parameters are working correctly
3,21,174,4,41,4,Not malfunction,parameters are working correctly
2,25,165,5,55,1,Not malfunction,parameters are working correctly
1,23,227,3,33,9,Malfunction,RF_Power
2,20,78,5,38,5,Not malfunction,parameters are working correctly
3,27,107,4,42,3,Not malfunction,parameters are working correctly
2,28,244,6,40,8,Malfunction,RF_Power
1,14,159,1,51,3,Not malfunction,parameters are working correctly
1,16,94,3,28,2,Not malfunction,parameters are working correctly
2,25,193,5,52,1,Not malfunction,parameters are working correctly
2,12,190,4,44,5,Not malfunction,parameters are working correctly
3,16,176,4,16,1,Not malfunction,parameters are working correctly
1,38,89,3,31,7,Malfunction,Gradient_Strength
2,21,109,4,54,3,Not malfunction,parameters are working correctly
2,17,225,3,32,8,Malfunction,RF_Power
1,14,110,1,30,4,Not malfunction,parameters are working correctly
3,15,128,5,55,2,Not malfunction,parameters are working correctly
2,14,183,4,77,8,Malfunction,Scan_Duration
3,12,64,3,39,5,Not malfunction,parameters are working correctly
3,18,185,5,23,3,Not malfunction,parameters are working correctly
1,24,138,7,44,9,Malfunction,Pulse_Sequence
3,30,111,3,59,1,Not malfunction,parameters are working correctly
1,19,76,3,83,6,Malfunction,Scan_Duration
2,21,233,2,36,10,Malfunction,RF_Power
2,35,126,1,48,9,Malfunction,Gradient_Strength
1,15,185,1,40,4,Not malfunction,parameters are working correctly
1,15,116,3,55,3,Not malfunction,parameters are working correctly
1,13,144,6,55,10,Malfunction,Pulse_Sequence
6,20,135,2,27,7,Malfunction,Magnetic_Field_Strength
1,20,152,8,22,7,Malfunction,Pulse_Sequence
2,19,158,2,60,1,Not malfunction,parameters are working correctly
6,22,119,3,49,9,Malfunction,Magnetic_Field_Strength
3,12,165,4,41,2,Not malfunction,parameters are working correctly
2,21,178,2,56,1,Not malfunction,parameters are working correctly
2,30,222,3,33,6,Malfunction,RF_Power
4,25,106,3,34,8,Malfunction,Magnetic_Field_Strength
1,29,52,4,56,1,Not malfunction,parameters are working correctly
1,13,116,1,17,1,Not malfunction,parameters are working correctly
1,36,180,3,11,9,Malfunction,Gradient_Strength
1,26,96,5,47,1,Not malfunction,parameters are working correctly
2,17,52,3,37,3,Not malfunction,parameters are working correctly
1,27,69,1,31,3,Not malfunction,parameters are working correctly
1,22,89,3,17,2,Not malfunction,parameters are working correctly
1,18,136,2,49,1,Not malfunction,parameters are working correctly
2,10,176,5,44,3,Not malfunction,parameters are working correctly
2,21,131,3,73,9,Malfunction,Scan_Duration
1,13,54,3,31,3,Not malfunction,parameters are working correctly
6,14,137,1,36,6,Malfunction,Magnetic_Field_Strength
2,22,145,1,74,8,Malfunction,Scan_Duration
2,30,119,2,36,3,Not malfunction,parameters are working correctly
2,40,134,1,27,6,Malfunction,Gradient_Strength
3,27,69,5,41,2,Not malfunction,parameters are working correctly
3,12,152,3,57,1,Not malfunction,parameters are working correctly
2,10,200,2,54,3,Not malfunction,parameters are working correctly
1,12,192,2,31,4,Not malfunction,parameters are working correctly
2,24,223,4,36,6,Malfunction,RF_Power
3,16,173,4,18,2,Not malfunction,parameters are working correctly
0,22,154,7,58,8,Malfunction,Pulse_Sequence
1,39,109,4,38,9,Malfunction,Gradient_Strength
3,11,140,5,59,1,Not malfunction,parameters are working correctly
1,21,233,3,57,8,Malfunction,RF_Power
2,14,125,5,54,4,Not malfunction,parameters are working correctly
2,17,117,2,76,8,Malfunction,Scan_Duration
3,22,111,4,44,5,Not malfunction,parameters are working correctly
2,21,228,3,31,8,Malfunction,RF_Power
1,9,148,8,35,7,Malfunction,Pulse_Sequence
1,17,67,3,60,2,Not malfunction,parameters are working correctly
2,13,74,3,18,1,Not malfunction,parameters are working correctly
3,16,109,5,30,2,Not malfunction,parameters are working correctly
2,19,52,3,83,6,Malfunction,Scan_Duration
1,37,139,2,45,9,Malfunction,Gradient_Strength
1,13,121,4,33,1,Not malfunction,parameters are working correctly
2,20,75,2,25,3,Not malfunction,parameters are working correctly
2,23,96,2,47,3,Not malfunction,parameters are working correctly
2,24,185,4,20,5,Not malfunction,parameters are working correctly
2,27,64,1,28,3,Not malfunction,parameters are working correctly
1,16,130,3,20,4,Not malfunction,parameters are working correctly
3,20,55,3,26,4,Not malfunction,parameters are working correctly
1,39,151,3,39,9,Malfunction,Gradient_Strength
1,37,194,2,38,7,Malfunction,Gradient_Strength
4,21,75,3,48,7,Malfunction,Magnetic_Field_Strength
2,17,78,3,80,10,Malfunction,Scan_Duration
3,27,91,4,42,5,Not malfunction,parameters are working correctly
2,18,82,5,36,3,Not malfunction,parameters are working correctly
2,13,64,5,26,3,Not malfunction,parameters are working correctly
2,25,153,1,26,3,Not malfunction,parameters are working correctly
5,11,161,2,45,8,Malfunction,Magnetic_Field_Strength
3,17,66,2,47,4,Not malfunction,parameters are working correctly
2,11,51,3,50,1,Not malfunction,parameters are working correctly
1,19,69,4,31,5,Not malfunction,parameters are working correctly
3,27,100,1,17,1,Not malfunction,parameters are working correctly
2,21,160,2,36,3,Not malfunction,parameters are working correctly
3,21,141,1,32,2,Not malfunction,parameters are working correctly
1,11,166,1,40,4,Not malfunction,parameters are working correctly
1,28,103,8,40,8,Malfunction,Pulse_Sequence
2,30,95,2,49,5,Not malfunction,parameters are working correctly
2,38,130,2,47,9,Malfunction,Gradient_Strength
3,25,91,1,39,3,Not malfunction,parameters are working correctly
1,23,75,4,70,7,Malfunction,Scan_Duration
1,21,197,3,32,4,Not malfunction,parameters are working correctly
2,29,103,3,37,3,Not malfunction,parameters are working correctly
1,40,87,1,61,10,Malfunction,Gradient_Strength
2,37,111,2,45,8,Malfunction,Gradient_Strength
3,25,139,1,58,2,Not malfunction,parameters are working correctly
6,16,133,3,38,10,Malfunction,Magnetic_Field_Strength
0,22,89,8,43,8,Malfunction,Pulse_Sequence
1,12,146,7,27,9,Malfunction,Pulse_Sequence
5,7,141,2,37,7,Malfunction,Magnetic_Field_Strength
0,40,92,2,40,7,Malfunction,Gradient_Strength
2,29,200,5,51,4,Not malfunction,parameters are working correctly
1,18,155,2,80,8,Malfunction,Scan_Duration
2,10,120,2,50,2,Not malfunction,parameters are working correctly
2,36,129,3,51,8,Malfunction,Gradient_Strength
1,24,140,2,83,7,Malfunction,Scan_Duration
1,24,56,3,83,9,Malfunction,Scan_Duration
3,24,133,2,46,4,Not malfunction,parameters are working correctly
1,19,57,4,22,4,Not malfunction,parameters are working correctly
3,24,98,5,44,3,Not malfunction,parameters are working correctly
2,18,84,4,17,1,Not malfunction,parameters are working correctly
2,11,227,2,35,7,Malfunction,RF_Power
2,30,89,6,51,7,Malfunction,Pulse_Sequence
1,35,100,0,52,7,Malfunction,Gradient_Strength
3,23,78,4,43,3,Not malfunction,parameters are working correctly
1,16,197,4,50,4,Not malfunction,parameters are working correctly
3,21,225,2,39,10,Malfunction,RF_Power
1,15,105,4,57,4,Not malfunction,parameters are working correctly
1,23,90,3,55,5,Not malfunction,parameters are working correctly
6,13,44,4,40,9,Malfunction,Magnetic_Field_Strength
4,19,114,1,36,9,Malfunction,Magnetic_Field_Strength
1,30,116,3,30,1,Not malfunction,parameters are working correctly
2,14,220,2,40,10,Malfunction,RF_Power
3,25,61,3,51,2,Not malfunction,parameters are working correctly
1,21,150,4,40,4,Not malfunction,parameters are working correctly
0,18,215,2,39,9,Malfunction,RF_Power
2,24,213,2,53,6,Malfunction,RF_Power
2,18,220,2,36,7,Malfunction,RF_Power
1,39,114,4,51,10,Malfunction,Gradient_Strength
1,25,198,3,38,5,Not malfunction,parameters are working correctly
1,35,128,2,25,8,Malfunction,Gradient_Strength
2,24,230,4,32,10,Malfunction,RF_Power
2,16,112,7,31,7,Malfunction,Pulse_Sequence
