Heart_Rate,Blood_Pressure_Systolic,Blood_Pressure_Diastolic,Oxygen_Saturation,Temperature,Time,label,parameter
78,119,74,100,37,4,Not malfunction,parameters are working correctly
73,103,71,87,36,9,Malfunction,Oxygen_Saturation
80,98,89,98,36,8,Malfunction,Blood_Pressure_Diastolic
121,118,63,97,36,10,Malfunction,Heart_Rate
92,101,95,95,36,8,Malfunction,Blood_Pressure_Diastolic
87,137,74,97,36,8,Malfunction,Blood_Pressure_Systolic
87,106,64,99,37,1,Not malfunction,parameters are working correctly
60,109,69,86,36,7,Malfunction,Oxygen_Saturation
62,109,64,95,36,1,Not malfunction,parameters are working correctly
86,118,64,99,37,4,Not malfunction,parameters are working correctly
73,147,70,95,36,7,Malfunction,Blood_Pressure_Systolic
83,108,69,97,40,9,Malfunction,Temperature
67,118,61,98,36,3,Not malfunction,parameters are working correctly
92,101,75,99,36,1,Not malfunction,parameters are working correctly
85,101,76,85,36,8,Malfunction,Oxygen_Saturation
88,94,66,97,36,3,Not malfunction,parameters are working correctly
77,106,78,97,36,2,Not malfunction,parameters are working correctly
110,107,69,98,37,6,Malfunction,Heart_Rate
80,110,69,86,36,6,Malfunction,Oxygen_Saturation
63,107,95,97,36,9,Malfunction,Blood_Pressure_Diastolic
83,93,71,98,36,2,Not malfunction,parameters are working correctly
87,99,78,100,36,3,Not malfunction,parameters are working correctly
80,142,67,97,36,6,Malfunction,Blood_Pressure_Systolic
78,109,91,97,36,7,Malfunction,Blood_Pressure_Diastolic
95,96,73,97,36,2,Not malfunction,parameters are working correctly
68,112,69,95,36,1,Not malfunction,parameters are working correctly
96,99,63,99,36,3,Not malfunction,parameters are working correctly
99,113,77,97,36,5,Not malfunction,parameters are working correctly
95,101,78,99,37,1,Not malfunction,parameters are working correctly
130,108,65,99,36,6,Malfunction,Heart_Rate
95,107,74,96,36,3,Not malfunction,parameters are working correctly
80,102,87,98,36,10,Malfunction,Blood_Pressure_Diastolic
68,108,70,89,36,9,Malfunction,Oxygen_Saturation
81,91,86,98,36,10,Malfunction,Blood_Pressure_Diastolic
77,148,82,97,36,8,Malfunction,Blood_Pressure_Systolic
69,104,92,97,36,6,Malfunction,Blood_Pressure_Diastolic
77,101,63,98,38,7,Malfunction,Temperature
78,103,88,97,36,7,Malfunction,Blood_Pressure_Diastolic
115,111,66,99,36,6,Malfunction,Heart_Rate
85,118,78,98,37,4,Not malfunction,parameters are working correctly
129,97,67,100,36,8,Malfunction,Heart_Rate
77,97,75,85,36,6,Malfunction,Oxygen_Saturation
71,97,61,98,37,5,Not malfunction,parameters are working correctly
62,103,76,100,36,1,Not malfunction,parameters are working correctly
105,103,73,97,38,8,Malfunction,Temperature
87,132,75,98,36,8,Malfunction,Blood_Pressure_Systolic
86,145,73,96,36,7,Malfunction,Blood_Pressure_Systolic
110,111,74,97,36,7,Malfunction,Heart_Rate
77,99,65,97,39,9,Malfunction,Temperature
100,102,72,100,37,2,Not malfunction,parameters are working correctly
94,119,79,98,37,3,Not malfunction,parameters are working correctly
78,105,65,85,36,8,Malfunction,Oxygen_Saturation
70,111,79,98,36,1,Not malfunction,parameters are working correctly
92,96,64,95,37,3,Not malfunction,parameters are working correctly
88,105,64,98,37,3,Not malfunction,parameters are working correctly
61,106,78,98,36,1,Not malfunction,parameters are working correctly
114,117,76,98,36,8,Malfunction,Heart_Rate
89,94,76,97,36,2,Not malfunction,parameters are working correctly
90,108,77,96,36,3,Not malfunction,parameters are working correctly
96,101,68,99,37,2,Not malfunction,parameters are working correctly
83,98,79,97,37,3,Not malfunction,parameters are working correctly
70,107,62,100,37,2,Not malfunction,parameters are working correctly
96,118,80,100,37,1,Not malfunction,parameters are working correctly
87,145,67,99,36,10,Malfunction,Blood_Pressure_Systolic
75,118,70,88,36,9,Malfunction,Oxygen_Saturation
119,100,72,95,36,8,Malfunction,Heart_Rate
76,108,65,96,37,3,Not malfunction,parameters are working correctly
82,98,80,96,37,1,Not malfunction,parameters are working correctly
67,116,72,97,37,2,Not malfunction,parameters are working correctly
72,98,65,87,35,8,Malfunction,Oxygen_Saturation
78,91,67,86,36,7,Malfunction,Oxygen_Saturation
96,98,76,97,36,2,Not malfunction,parameters are working correctly
72,95,75,97,38,8,Malfunction,Temperature
85,94,78,95,37,3,Not malfunction,parameters are working correctly
65,115,68,97,36,4,Not malfunction,parameters are working correctly
71,103,69,88,36,7,Malfunction,Oxygen_Saturation
86,101,63,100,36,2,Not malfunction,parameters are working correctly
78,108,90,98,36,9,Malfunction,Blood_Pressure_Diastolic
86,110,92,97,36,10,Malfunction,Blood_Pressure_Diastolic
85,99,61,95,36,4,Not malfunction,parameters are working correctly
87,96,78,96,37,3,Not malfunction,parameters are working correctly
77,107,66,95,36,3,Not malfunction,parameters are working correctly
64,104,67,97,36,4,Not malfunction,parameters are working correctly
81,107,63,99,37,2,Not malfunction,parameters are working correctly
63,106,88,96,36,7,Malfunction,Blood_Pressure_Diastolic
68,135,70,96,36,10,Malfunction,Blood_Pressure_Systolic
80,116,70,97,37,4,Not malfunction,parameters are working correctly
94,112,65,98,37,3,Not malfunction,parameters are working correctly
67,108,77,98,36,1,Not malfunction,parameters are working correctly
82,93,65,95,37,1,Not malfunction,parameters are working correctly
125,100,74,98,36,9,Malfunction,Heart_Rate
64,103,62,98,36,4,Not malfunction,parameters are working correctly
77,142,73,97,36,6,Malfunction,Blood_Pressure_Systolic
67,141,71,99,36,8,Malfunction,Blood_Pressure_Systolic
65,100,63,99,36,1,Not malfunction,parameters are working correctly
71,98,76,99,37,1,Not malfunction,parameters are working correctly
81,98,61,99,37,3,Not malfunction,parameters are working correctly
88,96,62,99,37,3,Not malfunction,parameters are working correctly
80,103,64,97,36,1,Not malfunction,parameters are working correctly
78,116,68,98,36,1,Not malfunction,parameters are working correctly
64,107,76,100,38,7,Malfunction,Temperature
95,103,78,100,36,2,Not malfunction,parameters are working correctly
86,97,76,96,36,5,Not malfunction,parameters are working correctly
81,102,71,87,36,10,Malfunction,Oxygen_Saturation
67,99,89,97,36,10,Malfunction,Blood_Pressure_Diastolic
76,112,60,89,36,6,Malfunction,Oxygen_Saturation
86,118,62,87,36,7,Malfunction,Oxygen_Saturation
79,101,64,98,36,1,Not malfunction,parameters are working correctly
86,117,60,87,36,6,Malfunction,Oxygen_Saturation
90,120,79,95,37,1,Not malfunction,parameters are working correctly
68,95,76,97,37,4,Not malfunction,parameters are working correctly
86,118,60,98,37,4,Not malfunction,parameters are working correctly
84,146,62,97,36,7,Malfunction,Blood_Pressure_Systolic
99,113,68,100,36,1,Not malfunction,parameters are working correctly
96,107,70,98,40,7,Malfunction,Temperature
60,110,68,87,36,7,Malfunction,Oxygen_Saturation
81,106,85,94,36,6,Malfunction,Blood_Pressure_Diastolic
75,131,66,96,36,6,Malfunction,Blood_Pressure_Systolic
72,107,65,96,36,3,Not malfunction,parameters are working correctly
115,111,69,96,36,9,Malfunction,Heart_Rate
92,115,77,98,36,1,Not malfunction,parameters are working correctly
62,109,60,96,36,2,Not malfunction,parameters are working correctly
79,92,74,97,37,1,Not malfunction,parameters are working correctly
69,117,77,98,37,5,Not malfunction,parameters are working correctly
66,111,70,97,40,6,Malfunction,Temperature
82,96,89,98,36,10,Malfunction,Blood_Pressure_Diastolic
60,144,56,97,36,9,Malfunction,Blood_Pressure_Systolic
81,103,68,98,40,8,Malfunction,Temperature
124,102,64,98,36,9,Malfunction,Heart_Rate
85,107,90,97,36,6,Malfunction,Blood_Pressure_Diastolic
91,95,72,96,39,10,Malfunction,Temperature
63,115,80,95,36,2,Not malfunction,parameters are working correctly
100,115,72,95,37,1,Not malfunction,parameters are working correctly
65,96,65,97,36,4,Not malfunction,parameters are working correctly
93,90,63,98,36,1,Not malfunction,parameters are working correctly
95,101,73,97,37,1,Not malfunction,parameters are working correctly
85,108,80,97,37,4,Not malfunction,parameters are working correctly
77,93,70,97,36,2,Not malfunction,parameters are working correctly
93,116,80,95,36,1,Not malfunction,parameters are working correctly
74,133,71,97,36,6,Malfunction,Blood_Pressure_Systolic
62,104,71,96,37,2,Not malfunction,parameters are working correctly
129,102,78,97,36,9,Malfunction,Heart_Rate
76,138,67,95,36,6,Malfunction,Blood_Pressure_Systolic
83,113,65,99,38,6,Malfunction,Temperature
87,149,67,98,36,7,Malfunction,Blood_Pressure_Systolic
66,119,73,99,36,2,Not malfunction,parameters are working correctly
72,143,65,97,36,10,Malfunction,Blood_Pressure_Systolic
100,105,77,98,36,4,Not malfunction,parameters are working correctly
78,113,73,100,37,5,Not malfunction,parameters are working correctly
73,91,66,98,36,5,Not malfunction,parameters are working correctly
92,97,63,100,36,4,Not malfunction,parameters are working correctly
78,99,67,87,36,6,Malfunction,Oxygen_Saturation
78,149,66,98,36,7,Malfunction,Blood_Pressure_Systolic
53,150,70,99,36,6,Malfunction,Blood_Pressure_Systolic
82,118,61,98,36,1,Not malfunction,parameters are working correctly
70,117,75,99,37,1,Not malfunction,parameters are working correctly
80,93,62,97,37,3,Not malfunction,parameters are working correctly
87,93,65,95,37,4,Not malfunction,parameters are working correctly
95,104,65,100,37,1,Not malfunction,parameters are working correctly
66,148,65,97,36,10,Malfunction,Blood_Pressure_Systolic
66,92,61,90,36,7,Malfunction,Oxygen_Saturation
93,100,86,97,36,6,Malfunction,Blood_Pressure_Diastolic
96,97,73,85,36,9,Malfunction,Oxygen_Saturation
74,95,73,98,38,8,Malfunction,Temperature
69,90,72,99,36,5,Not malfunction,parameters are working correctly
121,113,68,95,36,6,Malfunction,Heart_Rate
90,103,66,88,36,9,Malfunction,Oxygen_Saturation
72,108,87,95,36,9,Malfunction,Blood_Pressure_Diastolic
90,112,78,98,36,4,Not malfunction,parameters are working correctly
72,103,67,89,36,10,Malfunction,Oxygen_Saturation
95,109,70,100,37,3,Not malfunction,parameters are working correctly
87,134,72,96,36,9,Malfunction,Blood_Pressure_Systolic
129,94,69,99,36,9,Malfunction,Heart_Rate
95,119,74,98,36,5,Not malfunction,parameters are working correctly
81,93,66,96,39,10,Malfunction,Temperature
80,93,79,98,36,1,Not malfunction,parameters are working correctly
123,107,76,99,36,7,Malfunction,Heart_Rate
88,107,73,98,40,7,Malfunction,Temperature
67,114,64,99,36,2,Not malfunction,parameters are working correctly
87,144,68,98,36,10,Malfunction,Blood_Pressure_Systolic
76,108,73,96,40,7,Malfunction,Temperature
99,107,80,97,36,3,Not malfunction,parameters are working correctly
69,94,72,99,36,2,Not malfunction,parameters are working correctly
75,143,69,99,36,9,Malfunction,Blood_Pressure_Systolic
78,95,62,96,36,2,Not malfunction,parameters are working correctly
89,104,71,86,36,7,Malfunction,Oxygen_Saturation
77,96,53,89,36,7,Malfunction,Oxygen_Saturation
79,103,68,89,36,9,Malfunction,Oxygen_Saturation
73,103,60,100,36,2,Not malfunction,parameters are working correctly
70,115,87,96,36,7,Malfunction,Blood_Pressure_Diastolic
75,95,78,100,37,5,Not malfunction,parameters are working correctly
99,120,72,96,36,4,Not malfunction,parameters are working correctly
63,116,63,100,37,1,Not malfunction,parameters are working correctly
86,114,62,95,36,3,Not malfunction,parameters are working correctly
92,134,69,98,36,8,Malfunction,Blood_Pressure_Systolic
83,92,69,97,37,2,Not malfunction,parameters are working correctly
86,110,71,100,37,5,Not malfunction,parameters are working correctly
79,112,68,86,36,9,Malfunction,Oxygen_Saturation
88,111,75,96,36,1,Not malfunction,parameters are working correctly
87,111,73,96,36,4,Not malfunction,parameters are working correctly
94,103,70,89,36,7,Malfunction,Oxygen_Saturation
110,105,69,99,36,7,Malfunction,Heart_Rate
68,110,69,85,36,7,Malfunction,Oxygen_Saturation
84,103,91,96,36,10,Malfunction,Blood_Pressure_Diastolic
80,107,68,98,39,6,Malfunction,Temperature
65,106,70,96,36,5,Not malfunction,parameters are working correctly
86,143,68,95,36,8,Malfunction,Blood_Pressure_Systolic
79,97,78,95,36,3,Not malfunction,parameters are working correctly
100,103,67,95,37,4,Not malfunction,parameters are working correctly
74,98,63,98,36,5,Not malfunction,parameters are working correctly
67,106,72,95,37,1,Not malfunction,parameters are working correctly
66,113,86,95,36,10,Malfunction,Blood_Pressure_Diastolic
72,132,74,96,36,8,Malfunction,Blood_Pressure_Systolic
94,111,61,96,37,1,Not malfunction,parameters are working correctly
72,101,72,97,40,9,Malfunction,Temperature
65,105,72,90,36,9,Malfunction,Oxygen_Saturation
100,119,78,97,36,4,Not malfunction,parameters are working correctly
124,99,71,99,36,6,Malfunction,Heart_Rate
78,105,69,95,36,2,Not malfunction,parameters are working correctly
87,117,92,98,36,6,Malfunction,Blood_Pressure_Diastolic
86,120,73,100,37,3,Not malfunction,parameters are working correctly
84,117,79,98,36,3,Not malfunction,parameters are working correctly
70,108,71,99,36,3,Not malfunction,parameters are working correctly
84,116,70,95,37,5,Not malfunction,parameters are working correctly
97,98,66,96,37,1,Not malfunction,parameters are working correctly
98,112,78,95,36,4,Not malfunction,parameters are working correctly
89,112,94,98,36,8,Malfunction,Blood_Pressure_Diastolic
75,93,67,97,36,3,Not malfunction,parameters are working correctly
79,101,66,97,36,3,Not malfunction,parameters are working correctly
83,91,78,99,36,1,Not malfunction,parameters are working correctly
85,115,69,99,38,7,Malfunction,Temperature
63,108,70,99,37,1,Not malfunction,parameters are working correctly
79,109,61,96,36,1,Not malfunction,parameters are working correctly
89,100,74,98,36,4,Not malfunction,parameters are working correctly
80,93,65,97,37,2,Not malfunction,parameters are working correctly
75,108,71,96,37,3,Not malfunction,parameters are working correctly
78,140,57,97,35,10,Malfunction,Blood_Pressure_Systolic
86,120,76,98,37,5,Not malfunction,parameters are working correctly
98,120,70,99,36,4,Not malfunction,parameters are working correctly
96,110,76,100,36,3,Not malfunction,parameters are working correctly
88,109,74,88,37,9,Malfunction,Oxygen_Saturation
112,103,63,98,36,6,Malfunction,Heart_Rate
61,101,68,96,39,6,Malfunction,Temperature
84,104,65,96,40,8,Malfunction,Temperature
81,105,64,97,40,7,Malfunction,Temperature
87,113,91,97,36,8,Malfunction,Blood_Pressure_Diastolic
85,120,72,98,37,5,Not malfunction,parameters are working correctly
72,104,73,90,36,8,Malfunction,Oxygen_Saturation
64,90,80,96,37,3,Not malfunction,parameters are working correctly
66,91,72,100,36,2,Not malfunction,parameters are working correctly
89,101,66,97,37,4,Not malfunction,parameters are working correctly
101,136,64,95,36,6,Malfunction,Blood_Pressure_Systolic
97,109,80,97,37,3,Not malfunction,parameters are working correctly
84,106,92,96,36,8,Malfunction,Blood_Pressure_Diastolic
62,112,67,98,37,2,Not malfunction,parameters are working correctly
73,94,77,99,37,4,Not malfunction,parameters are working correctly
85,111,88,97,36,6,Malfunction,Blood_Pressure_Diastolic
86,98,70,100,36,3,Not malfunction,parameters are working correctly
72,92,61,98,37,2,Not malfunction,parameters are working correctly
65,91,73,96,37,4,Not malfunction,parameters are working correctly
117,103,80,96,37,9,Malfunction,Heart_Rate
79,93,86,97,36,7,Malfunction,Blood_Pressure_Diastolic
76,100,73,98,36,2,Not malfunction,parameters are working correctly
69,103,68,99,36,5,Not malfunction,parameters are working correctly
63,104,72,96,37,3,Not malfunction,parameters are working correctly
85,116,62,95,36,3,Not malfunction,parameters are working correctly
84,110,65,96,37,5,Not malfunction,parameters are working correctly
66,113,68,99,37,5,Not malfunction,parameters are working correctly
85,100,66,95,39,7,Malfunction,Temperature
82,118,60,95,36,4,Not malfunction,parameters are working correctly
82,105,65,100,36,5,Not malfunction,parameters are working correctly
67,112,59,98,39,9,Malfunction,Temperature
118,106,78,96,36,10,Malfunction,Heart_Rate
74,113,60,96,37,2,Not malfunction,parameters are working correctly
91,103,66,85,36,8,Malfunction,Oxygen_Saturation
91,98,88,96,36,6,Malfunction,Blood_Pressure_Diastolic
77,107,70,98,36,3,Not malfunction,parameters are working correctly
80,140,72,97,37,10,Malfunction,Blood_Pressure_Systolic
76,95,63,99,37,2,Not malfunction,parameters are working correctly
77,98,77,95,38,6,Malfunction,Temperature
92,103,70,98,37,1,Not malfunction,parameters are working correctly
73,103,79,99,36,1,Not malfunction,parameters are working correctly
69,101,60,96,37,2,Not malfunction,parameters are working correctly
88,94,69,95,37,2,Not malfunction,parameters are working correctly
126,103,72,97,36,6,Malfunction,Heart_Rate
